"REF_DATE","GEO","DGUID","Field of study","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2007/2008","Ontario","2016A000235","Visual and performing arts, and communications technologies","Dollars","81","units ","0","v62427242","7.2","4896","","","","0"
"2007/2008","Ontario","2016A000235","Humanities","Dollars","81","units ","0","v62427243","7.3","4616","","","","0"
"2007/2008","Ontario","2016A000235","Social and behavioural sciences, and legal studies","Dollars","81","units ","0","v62427244","7.4","4585","","","","0"
"2007/2008","Ontario","2016A000235","Law","Dollars","81","units ","0","v62427245","7.5","10962","","","","0"
"2007/2008","Ontario","2016A000235","Business, management and public administration","Dollars","81","units ","0","v62427246","7.6","6083","","","","0"
"2007/2008","Ontario","2016A000235","Physical and life sciences and technologies","Dollars","81","units ","0","v62427247","7.7","4893","","","","0"
"2007/2008","Ontario","2016A000235","Mathematics, computer and information sciences","Dollars","81","units ","0","v62427248","7.8","5481","","","","0"
"2007/2008","Ontario","2016A000235","Engineering","Dollars","81","units ","0","v62427249","7.9","6983","","","","0"
"2007/2008","Ontario","2016A000235","Architecture","Dollars","81","units ","0","v62427234","7.10","5388","","","","0"
"2007/2008","Ontario","2016A000235","Agriculture, natural resources and conservation","Dollars","81","units ","0","v62427235","7.11","4542","","","","0"
"2007/2008","Ontario","2016A000235","Dentistry","Dollars","81","units ","0","v62427236","7.12","19948","","","","0"
"2007/2008","Ontario","2016A000235","Medicine","Dollars","81","units ","0","v62427237","7.13","16003","","","","0"
"2007/2008","Ontario","2016A000235","Nursing","Dollars","81","units ","0","v62427238","7.14","4625","","","","0"
"2007/2008","Ontario","2016A000235","Veterinary medicine","Dollars","81","units ","0","v62427240","7.16","5108","","","","0"
"2007/2008","Ontario","2016A000235","Other health, parks, recreation and fitness","Dollars","81","units ","0","v62427241","7.17","4688","","","","0"
"2007/2008","Manitoba","2016A000246","Total, field of study","Dollars","81","units ","0","v1001414662","8.19","3271","","","","0"
"2007/2008","Manitoba","2016A000246","Education","Dollars","81","units ","0","v62427250","8.1","2922","","","","0"
"2007/2008","Manitoba","2016A000246","Visual and performing arts, and communications technologies","Dollars","81","units ","0","v62427258","8.2","3500","","","","0"
"2007/2008","Manitoba","2016A000246","Humanities","Dollars","81","units ","0","v62427259","8.3","2897","","","","0"
"2007/2008","Manitoba","2016A000246","Social and behavioural sciences, and legal studies","Dollars","81","units ","0","v62427260","8.4","2874","","","","0"
"2007/2008","Manitoba","2016A000246","Law","Dollars","81","units ","0","v62427261","8.5","7594","","","","0"
"2007/2008","Manitoba","2016A000246","Business, management and public administration","Dollars","81","units ","0","v62427262","8.6","3392","","","","0"
"2007/2008","Manitoba","2016A000246","Physical and life sciences and technologies","Dollars","81","units ","0","v62427263","8.7","3093","","","","0"
"2007/2008","Manitoba","2016A000246","Mathematics, computer and information sciences","Dollars","81","units ","0","v62427264","8.8","3075","","","","0"
"2007/2008","Manitoba","2016A000246","Engineering","Dollars","81","units ","0","v62427265","8.9","5119","","","","0"
"2007/2008","Manitoba","2016A000246","Architecture","Dollars","81","units ","0","v62427251","8.10","3482","","","","0"
"2007/2008","Manitoba","2016A000246","Agriculture, natural resources and conservation","Dollars","81","units ","0","v62427252","8.11","3312","","","","0"
"2007/2008","Manitoba","2016A000246","Dentistry","Dollars","81","units ","0","v62427253","8.12","11950","","","","0"
"2007/2008","Manitoba","2016A000246","Medicine","Dollars","81","units ","0","v62427254","8.13","6550","","","","0"
"2007/2008","Manitoba","2016A000246","Nursing","Dollars","81","units ","0","v62427255","8.14","3301","","","","0"
"2007/2008","Manitoba","2016A000246","Pharmacy","Dollars","81","units ","0","v62427256","8.15","5548","","","","0"
"2007/2008","Manitoba","2016A000246","Other health, parks, recreation and fitness","Dollars","81","units ","0","v62427257","8.17","3466","","","","0"
"2007/2008","Saskatchewan","2016A000247","Total, field of study","Dollars","81","units ","0","v1001414663","9.19","5015","","","","0"
"2007/2008","Saskatchewan","2016A000247","Education","Dollars","81","units ","0","v62427266","9.1","4479","","","","0"
"2007/2008","Saskatchewan","2016A000247","Visual and performing arts, and communications technologies","Dollars","81","units ","0","v62427274","9.2","4413","","","","0"
"2007/2008","Saskatchewan","2016A000247","Humanities","Dollars","81","units ","0","v62427275","9.3","4409","","","","0"
"2007/2008","Saskatchewan","2016A000247","Social and behavioural sciences, and legal studies","Dollars","81","units ","0","v62427276","9.4","4409","","","","0"
"2007/2008","Saskatchewan","2016A000247","Law","Dollars","81","units ","0","v62427277","9.5","6840","","","","0"
"2007/2008","Saskatchewan","2016A000247","Business, management and public administration","Dollars","81","units ","0","v62427278","9.6","4960","","","","0"
"2007/2008","Saskatchewan","2016A000247","Physical and life sciences and technologies","Dollars","81","units ","0","v62427279","9.7","4473","","","","0"
"2007/2008","Saskatchewan","2016A000247","Mathematics, computer and information sciences","Dollars","81","units ","0","v62427280","9.8","4456","","","","0"
"2007/2008","Saskatchewan","2016A000247","Engineering","Dollars","81","units ","0","v62427281","9.9","5223","","","","0"
"2007/2008","Saskatchewan","2016A000247","Agriculture, natural resources and conservation","Dollars","81","units ","0","v62427267","9.11","4523","","","","0"
"2007/2008","Saskatchewan","2016A000247","Dentistry","Dollars","81","units ","0","v62427268","9.12","32000","","","","0"
"2007/2008","Saskatchewan","2016A000247","Medicine","Dollars","81","units ","0","v62427269","9.13","11036","","","","0"
"2007/2008","Saskatchewan","2016A000247","Nursing","Dollars","81","units ","0","v62427270","9.14","4779","","","","0"
"2007/2008","Saskatchewan","2016A000247","Veterinary medicine","Dollars","81","units ","0","v62427272","9.16","6553","","","","0"
"2007/2008","Saskatchewan","2016A000247","Other health, parks, recreation and fitness","Dollars","81","units ","0","v62427273","9.17","4524","","","","0"
"2007/2008","Alberta","2016A000248","Total, field of study","Dollars","81","units ","0","v1001414664","10.19","5122","","","","0"
"2007/2008","Alberta","2016A000248","Education","Dollars","81","units ","0","v62427129","10.1","4816","","","","0"
"2007/2008","Alberta","2016A000248","Visual and performing arts, and communications technologies","Dollars","81","units ","0","v62427137","10.2","4665","","","","0"
"2007/2008","Alberta","2016A000248","Humanities","Dollars","81","units ","0","v62427138","10.3","4838","","","","0"
"2007/2008","Alberta","2016A000248","Social and behavioural sciences, and legal studies","Dollars","81","units ","0","v62427139","10.4","4793","","","","0"
"2007/2008","Alberta","2016A000248","Law","Dollars","81","units ","0","v62427140","10.5","9539","","","","0"
"2007/2008","Alberta","2016A000248","Business, management and public administration","Dollars","81","units ","0","v62427141","10.6","4720","","","","0"
"2007/2008","Alberta","2016A000248","Physical and life sciences and technologies","Dollars","81","units ","0","v62427142","10.7","4780","","","","0"
"2007/2008","Alberta","2016A000248","Mathematics, computer and information sciences","Dollars","81","units ","0","v62427143","10.8","4706","","","","0"
"2007/2008","Alberta","2016A000248","Engineering","Dollars","81","units ","0","v62427144","10.9","4711","","","","0"
"2007/2008","Alberta","2016A000248","Agriculture, natural resources and conservation","Dollars","81","units ","0","v62427130","10.11","4734","","","","0"
"2007/2008","Alberta","2016A000248","Dentistry","Dollars","81","units ","0","v62427131","10.12","17761","","","","0"
"2007/2008","Alberta","2016A000248","Medicine","Dollars","81","units ","0","v62427132","10.13","11610","","","","0"
"2007/2008","Alberta","2016A000248","Nursing","Dollars","81","units ","0","v62427133","10.14","5622","","","","0"
"2007/2008","Alberta","2016A000248","Pharmacy","Dollars","81","units ","0","v62427134","10.15","4686","","","","0"
"2007/2008","Alberta","2016A000248","Other health, parks, recreation and fitness","Dollars","81","units ","0","v62427136","10.17","7603","","","","0"
"2007/2008","British Columbia","2016A000259","Total, field of study","Dollars","81","units ","0","v1001414665","11.19","4922","","","","0"
"2007/2008","British Columbia","2016A000259","Education","Dollars","81","units ","0","v62427145","11.1","4678","","","","0"
"2007/2008","British Columbia","2016A000259","Visual and performing arts, and communications technologies","Dollars","81","units ","0","v62427153","11.2","4717","","","","0"
"2007/2008","British Columbia","2016A000259","Humanities","Dollars","81","units ","0","v62427154","11.3","4816","","","","0"
"2007/2008","British Columbia","2016A000259","Social and behavioural sciences, and legal studies","Dollars","81","units ","0","v62427155","11.4","4808","","","","0"
"2007/2008","British Columbia","2016A000259","Law","Dollars","81","units ","0","v62427156","11.5","7592","","","","0"
"2007/2008","British Columbia","2016A000259","Business, management and public administration","Dollars","81","units ","0","v62427157","11.6","4914","","","","0"
"2007/2008","British Columbia","2016A000259","Physical and life sciences and technologies","Dollars","81","units ","0","v62427158","11.7","4523","","","","0"
"2007/2008","British Columbia","2016A000259","Mathematics, computer and information sciences","Dollars","81","units ","0","v62427159","11.8","4547","","","","0"
"2007/2008","British Columbia","2016A000259","Engineering","Dollars","81","units ","0","v62427160","11.9","4400","","","","0"
"2007/2008","British Columbia","2016A000259","Agriculture, natural resources and conservation","Dollars","81","units ","0","v62427147","11.11","4367","","","","0"
"2007/2008","British Columbia","2016A000259","Dentistry","Dollars","81","units ","0","v62427148","11.12","10920","","","","0"
"2007/2008","British Columbia","2016A000259","Medicine","Dollars","81","units ","0","v62427149","11.13","10920","","","","0"
"2007/2008","British Columbia","2016A000259","Nursing","Dollars","81","units ","0","v62427150","11.14","5557","","","","0"
"2007/2008","British Columbia","2016A000259","Pharmacy","Dollars","81","units ","0","v62427151","11.15","6090","","","","0"
"2007/2008","British Columbia","2016A000259","Other health, parks, recreation and fitness","Dollars","81","units ","0","v62427152","11.17","5599","","","","0"
"2008/2009","Canada","2016A000011124","Total, field of study","Dollars","81","units ","0","v1001414655","1.19","4747","","","","0"
"2008/2009","Canada","2016A000011124","Education","Dollars","81","units ","0","v62427112","1.1","3652","","","","0"
"2008/2009","Canada","2016A000011124","Visual and performing arts, and communications technologies","Dollars","81","units ","0","v62427121","1.2","4377","","","","0"
"2008/2009","Canada","2016A000011124","Humanities","Dollars","81","units ","0","v62427122","1.3","4364","","","","0"
"2008/2009","Canada","2016A000011124","Social and behavioural sciences, and legal studies","Dollars","81","units ","0","v62427123","1.4","4251","","","","0"
"2008/2009","Canada","2016A000011124","Law","Dollars","81","units ","0","v62427124","1.5","8030","","","","0"
"2008/2009","Canada","2016A000011124","Business, management and public administration","Dollars","81","units ","0","v62427125","1.6","4978","","","","0"
"2008/2009","Canada","2016A000011124","Physical and life sciences and technologies","Dollars","81","units ","0","v62427126","1.7","4679","","","","0"
"2008/2009","Canada","2016A000011124","Mathematics, computer and information sciences","Dollars","81","units ","0","v62427127","1.8","4987","","","","0"
"2008/2009","Canada","2016A000011124","Engineering","Dollars","81","units ","0","v62427128","1.9","5319","","","","0"
"2008/2009","Canada","2016A000011124","Architecture","Dollars","81","units ","0","v62427113","1.10","4503","","","","0"
